contribution	date	full_text	helpful	rating	showname	title	user
162	March 18, 2017	I saw this show tho afternoon with my 17 year old daughter. I only knew a little bit about the story line and that Ben Platt was the lead. This show exceeded all of expectations. It was well worth the price of the tickets. Ben Platt played the role of socially awkward Evan Hansen so well. The rest of the cast was fantastic as well. This is a show that teens and their families will enjoy and can open the door to some very hard to talk about subjects with teens. Just one word of caution. This show is not for young children, I would caution taking anyone younger than 15 to see this. I don't normally say this but this is one show that I would pay to see again. 	60	5	Dear Evan Hansen	Awesome Show Loved Everything 	piercka1
54	March 20, 2017	One of the most touching musicals I have EVER seen. Can't tell you how many times I was moved to tears - could not speak when the show was over. Go! And if you have a teenager, make him/ her go with you!	21	5	Dear Evan Hansen	Fantastic!	Tom V
169	March 24, 2017	The entire cast is truly superb with some great songs, but this show isn't as epic as Hamilton and the ticket prices seem too steep in my opinion. My daughter wanted to see it so we waited in cancellation line and got great seats, but we both wished we had seen something more upbeat our last night in NYC. It might win Tonys, but I don't see it still playing a year from now. That said, teen girls are nuts for it and it was a high quality show about challenging and emotional subject.	76	4	Dear Evan Hansen	Terrific performances	PattyB789
12	March 26, 2017	We saw Dear Evan Hansen during the previews and it is an absolute must see. Ben Platt is AMAZING as Evan Hansen. The singing and acting are outstanding. The story sends a feel good message of compassion for the shy, lonely, unpopular teenagers out there. It's the perfect play for high school class trips and will enjoyable to teenagers and adults.	3	5	Dear Evan Hansen	"Don't ""Be in the Outside Looking In""- a must see!"	Fscoop
143	April 1, 2017	excellent musical, n challenging script--not for everyone--esp. kids under 12. deals openly with important subject--misfits in high school	20	5	Dear Evan Hansen	challenging musical	susan T
127	April 3, 2017	I can't say enough about this incredible musical. The entire cast is superb, but Ben Platt delivers an emotional performance that I have no idea how he sustains day after day. The theater was comfortable and music sensational.  The theme is very poignant and timely - a critical 'must see' for families with teenagers. Strong language may be inappropriate for younger kids.	35	5	Dear Evan Hansen	Absolutely incredible! 	GlobalOkie
10	April 5, 2017	My wife and I saw the show last week on the day we got into the city. We had not bought tickets in advance, but had no other plans that night and wanted to try to get in. The show was at 8 pm, we got there at about 6 pm and asked whether there was a standby or cancellation line. We found out that they had just released and sold 5 canceled tickets, and no one else was there waiting so we decided to stand in line. A young woman came right after us, and within a few minutes, they released another single ticket, which we let her take. Another couple came and waited with us, and we also learned that they would probably not release any more tickets until show time. Others that joined the line behind us ended up buying tickets from a couple of people who showed up to sell theirs, but we were feeling good about our chances for cancellation tickets, so we continued waiting. Just before showtime, someone came from the box office to tell us that someone had canceled two great seats, so our waiting paid off big time. We went from having no tickets to paying face value for two seats that were 6th row on the aisle in the orchestra. They sold at least one more cancellation ticket that night because the guy sitting next to us had shown up right before showtime and also got his seat then. The show was great, my wife was thrilled at how things worked out. The highlight of the show, hands down, was Ben Platt's performance. We can't fathom how he puts so much into it, nearly every single day.	17	5	Dear Evan Hansen	Saw the show by waiting in the cancellation line	Matthew E
43	April 7, 2017	Amazing show that addresses teenage angst as well as suicide. This show is well done in that it weaves humor in to a devastating topic. I highly recommend this show. It is troubling, thought provoking and deeply moving. I would be mindful of the age of child that attends and think about the follow up conversations that may be needed afterwards.	9	5	Dear Evan Hansen	Great Show!!	Kristine P
395	February 7, 2017	So glad that we got to see this show with its original cast. Just an amazing cast with great voices and superb acting skills. The story is not an easy one. Evan is an awkward high schooler who inadvertently becomes involved with a grieving family. The whole situation is messy, complicated, and quite sad. But it is not all boo-hoo/depressing. There are light moments and the music is just awesome. Though there is a lot of sadness and feeling bad for the characters, by the end things tie up fairly nicely and you leave the theater slightly encouraged. Serious show. Great music. Incredible cast. Would definitely see this one again! As a matter of fact, this cast is likely to run away with several Tony's.	356	5	Dear Evan Hansen	Wow!	bloomcrew
78	February 10, 2017	Surely going to deliver a Tony to star Ben Platt, this newer (to Broadway) show is minimalist with a small cast and a basic set with a fictional social media feed on constant display. The focus is on the story, the heartfelt singing and an emotionally gripping performance from the leads that holds you and leaves you dabbing your eyes if not outright sobbing. There was not a dry eye in the place by the mid of the 2nd half of the show. It's draining but rewarding and I would see it again in a heartbeat. Mezz offers great seats, don't overpay for centre orchestra.	81	5	Dear Evan Hansen	Moving, emotional and worth every penny	phoodee
138	February 13, 2017	One hint - read about it first so you will catch on right away - powerful story and the acting and singing are excellent. This show will definitely make it as it is so creative with a unexpected story line that is flawlessly delivered. A must see.	50	5	Dear Evan Hansen	A must see	VJousan
168	February 13, 2017	"We went with mixed feelings about this show, which were totally unfounded. This show is ""A MUST SEE"". You really get so involved with the characters. It is excellent. The music will stay with you. The acting is terrific ! Evan Hansen is TONY bound and will probably win! Get tickets NOW!"	92	5	Dear Evan Hansen	EXCELLENT SHOW	HillaryNewYork
1094	February 16, 2017	This is show is just incredible. It's one of the most moving shows I have ever seen. Anyone can relate to this story: people who went to high school and had a hard time fitting in, or just people who went to high school (I don't know too many people who came out of high school emotionally unscathed), parents of teens. There isn't a large set or flashy dance numbers, but there is so much heart and so much talent.  Ben Platt delivers a powerful performance of a teen who just wants friends and to be noticed but doesn't really have the social tools to do so. When he finds a way he thinks will work, he starts to feel better about himself but creates a whole word of lies to do so. As you sit and watch him struggle through everything, you just feel so much for him. He is just so desperate to be loved but doesn't have the emotional maturity to know that what he is doing is wrong. In his mind the ends justify the means, until they don't. Ben Platt's power house vocals and incredible emotion draw you in and leave you wanting more. This is a show where you will be humming the songs for days. The theater is small so most seats are good honestly. DEH is gaining popularity so tickets are getting hard to come by and very pricey.	378	5	Dear Evan Hansen	An absolute must see	Jvalliant
68	February 22, 2017	This play is everything you want to see on Broadway. Acting is superb, music is fabulous, the storyline is unique and memorable though a subject that is heartwrenching. You laugh and cry. Ben Platt is so good that you don't even realize he's acting. Everyone on that stage is perfect and the original music is incredible. I wish they sold CDs because I could listen to those songs over and over again. They were beautifully written and sung. The storyline is intense though but Evan is has such a good heart, you fall in love with him. If you don't have tickets, like we didn't, then go and see if you can get in at the last minute. We did, center seats row 5...and it was fabulous. One of those plays that stays with you for a lifetime!	25	5	Dear Evan Hansen	Great isn't good enough to describe this!	Johnclarke27
45	February 23, 2017	Wasn't expecting much and didn't really know what the underlying storyline was. But the small cast and the ability to relate to each character was uncanny. Ben Platt is genius in this role--how does he do it? Funny, poignant, and sad--the entire range of emotions in one play. Incredible--go see this!	9	5	Dear Evan Hansen	Go and see this if you can!	Isgirl_in_MA
25	March 4, 2017	"I go to one broadway show a year for my wife's birthday. We live about 20 miles north of the city. I'm usually more excited about the dinner after than the show but I really enjoyed this one and I'm not a guy that loves shows. Music gave me goosebumps which I never had since ""Wicked"" and storyline was superb. A perfect balance between dark and light and perfect timing to keep each compatible. Lead character was crazy talented the way he could sing yet maintain character. Most of the other characters were great too."	9	5	Dear Evan Hansen	Great show	Steve S
39	March 6, 2017	I was lucky enough to see the show this weekend. I had been listening to the music beforehand and the show answered some questions. Ben (aka Evan) did an amazing job. I don't know how the cast does this show every day. Very emotionally draining for me, personally. I can't imagine it not hitting anyone who sees it deeply. The cast is wonderful. Make sure you go!	10	5	Dear Evan Hansen	OUTSTANDING SHOW!	LynneM755
368	January 15, 2017	This is a fabulous show with a beautiful story and excellent music. Definitely worth taking in if you live here or are looking for a show to see when here on vacation.	63	4	Dear Evan Hansen	Excellent Show	Lee L
176	January 15, 2017	It is an ubelievable and an amazing performance and amazing and relevant story with interesting moral implications. The music is spectacular. The cast is extremely talented, particularly Ben Platt. I would see it again and can't wait to buy the cd.	53	5	Dear Evan Hansen	Outstanding	Opinioned_traveler
609	January 16, 2017	The show Dear Evan Hansen is an electrifying, captivating new musical with an emotionally powerful and praiseworthy performance by Ben Platt in the lead role. Evan Hansen is an extremely anxious high school student, on medication and seeing a therapist for his sometimes debilitating condition. He has no friends and, for all intents and purposes, is invisible to his peers. He is alone, until a classmate commits suicide. Through an escalating series of lies, fueled by unceasing and insatiable social media networks, his stature and presence begin to change with unanticipated and distressing results. The book by Steven Levenson is an emotional rollercoaster of impassioned scenes and straightforward honesty that connects to today’s teenagers. The story can sometimes be agonizing to watch as the characters try to negotiate the new landscape that is developing, changing, and spiraling out of control all at once. But Dear Evan Hansen is not just about angst and crisis. It also focuses on the a multitude of relationships that are spawned and changed from the events on stage.  The score by Benj Pasek and Justin Paul is heartfelt with penetrating lyrics that explore the inner turmoil Evan is going through as he confronts a new reality. The songs can be raucous with an in-your-face impact. They are playful, with a serious undertone. And there are tender ballads that reach to the depths of the character’s souls as well as reveal the agony individuals feel upon the death of a son.   The cast, led by Ben Platt, is impressive, imbuing their characters with an intensity and delicacy that can be poignant as well as somber. Platt is the anchor. He is almost always on stage and singing the majority of the score. From his first entrance on stage, with nervous tics and darting eyes, you realize this is a young man that has fully taken his acting prowess to a heightened level. He is believable and authentic. The other members of the acting troupe include Laura Dreyfus as the sister of the deceased student, Zoe Murphy, and the one who Evan pines for. The young actress deftly projects a lost innocence and whirlwind of emotions as she tries to make sense of the sudden change in her family dynamics and personal life. Rachel Bay Jones, as Evan’s mother Heidi, aptly portrays a mother frustrated and panicked over a son she cannot reach. Jennifer Laura Thompson is superb as Cynthia Murphy, mother of the departed son. Her grief and confusion strikes a chord with the audience. Your body quivers with compassionate understanding as she pleas for any scrap of information about her enigmatic boy. Michael Park as the father, Larry Murphy, gives a finely etched portrait of a man aloof, at first, over the death of his son, who gradually begins to wrestle with his feelings, as he tries to come to grips with the sudden shake-up in his life. Mike Faist as Connor Murphy, the high school student who suddenly dies, gives a nicely layered performance in life and death. Will Roland as Evan’s “relationship friend,” Jared Kleinman, provides a good dose of comic relief to off-set the weighty mood of the show. Kristolyn Lloyd as high school classmate, Alana Beck, gives an understated and compelling performance. She is not unlike Evan Hansen in her anxiety and timidity.   Director Michael Greif, who has sensitively helmed other musicals with dysfunctional characters such as Next to Normal and Grey Gardens, skillfully guides the production from its inauspicious beginnings through to its cathartic ending. He smartly keeps Ben Platt center stage—aching and trying to find his pathway through the storm he has unleashed--with the other characters swirling around his nexus. Greif artfully incorporates the social media maelstrom through pulsating, ever-changing screens. He also intelligently allows the material to unfold naturally without calling undue attention to the series of events that are unfurling onstage. The creative team of scenic designer David Korins, Projection Designer Peter Nigrini, Lighting Designer Japhy Weideman and Sound Designer Nevin Steinberg show their expertise and presentation skills during scenes where the stage of the Music Box theater is transformed into a hive of activity with screens projecting social media buzz, lights and sound amplifying the dramatic tension.    Dear Evan Hansen, a gripping, dazzling new musical that speaks openly and directly to the culture of today.	184	4	Dear Evan Hansen	Best New Musical of the Season	W-Hartford_CT
113	January 17, 2017	I see a lot of Broadway, and I have not been this moved in years. The story is original; the lighting and staging is as much a part of the show as the actors. The acting is the best I have seen in years. Every single actor is Tony worthy. Ben Platt is beyond anything I could write. There is not a person that cannot identify with the show. I suggest getting Mezzanine tickets. I usually do not like the Mezzanine, but I sat there for Sunday, January 15th. I am so glad I did. You really can see all that the staging is and lightning. Go now.	19	5	Dear Evan Hansen	Must See	DKatz21
9	January 18, 2017	“Dear Evan Hansen” has almost nothing we associate with the big, splashy Broadway musical. There is no chorus—just 5 “teens” and 3 adults. There is no flashy choreography. There is little in the way of scenery—just social media images projected on flats made of black scrim and a few homey set pieces—a sofa, a bed. There is no big event—war, a ghost terrorizing a theatre, a comet arcing across the sky. And there are fewer songs, less singing and more dialogue in this day of often through-sung musicals. So what is there to love that justifies a ticket price of more than $100? How about a simple story of high school students with a misfit at its core that resonates with truth? And while there is no chorus, there are eight very talented people singing and acting their hearts out in a score that repeatedly soars with some of the best arias I’ve ever heard on the Broadway stage. At the center of it all is Ben Platt in the title role. His acting and singing are star-making. If a Tony doesn’t sit on his mantle by mid-June, there is no justice in the voting process. I’ve seen some iconic, legendary performances over the years (Angela Lansbury in “Sweeny Todd,” Anthony Hopkins in “Equus,” and Michael Crawford in “Phantom” to name a few). His work on this show resides in that territory. From his opening monologue delivered with machine-gun speed and perfect clarity to his final touching moments, his work is flawless. He is easily worth the price of admission. Add to that the very strong work by everyone else and you get musical theatre heaven. The show isn’t perfect. For the musical theatre purist, this may be a disappointment, since in many ways it is a play with music. At times I felt it hammered the same point home when subtlety would have worked better. A couple of the teenage characters never really rise above the level of stereotypes. If you’re easily offended by crude language, be warned that the high school characters actually talk like high school students. But these factors seem to make the right notes ring all the more true. How do audiences react to this simple tale about lies getting one a seat at the popular kids table? At the performance I saw the audience burst into applause and cheers when the lights came up on Platt sitting in his bed typing away on his laptop. Obviously his reputation preceded him. Number after soaring number was greeted with thunderous applause. If you’ve never actually seen a show with a literal showstopper, you will make up for it with this production. Probably a half-dozen times the actors had to hold while the audience went wild after one of the numbers.  I’ve said very little about the plot, since layers are revealed during the course of the play. Part of the thrill of the show is discovering where the actions of the lead character are leading. If you can get a ticket, see it. Even more importantly, if you have kids, drag them to it. They’ll squirm at times, as will you, because of the frankness of the parent/child dynamic, but in the long run all of you will appreciate it.  Side note: This production has one of the best marketing ploys I have seen for Broadway. The artwork for the production features an image of Evan Hansen (sans face) prominently displaying the cast that he wears through much of the play. So what do they do when they sell you the window card (poster) in the lobby? They give you a souvenir Sharpie so that you can wait at the stage door and get the cast to sign your cast. Genius.	26	5	Dear Evan Hansen	Broadway at It's Best	CharlesLaBorde
35	January 21, 2017	"Sure, Ben Platt is exceptional in the lead role, and the show does focus on 'of the moment' topic, bullying, but as someone else commented, this is a poor ""Next To Normal"".  The supporting cast was as good as the best high school production and when you can guess what words are coming next in each song, because they've tried so hard to rhyme, it offers hope for any aspiring lyricist.  If this is your starter for serious Broadway musicals, just know it gets so much better."	29	3	Dear Evan Hansen	If You Love Great High School Musicals	dbalex
3	February 1, 2017	"We both loved it. I would definitely not suggest this for anyone younger than 13. Three times, I cringed just because of the graphic language, but it passed quickly and my son didn't bring it up. You leave the theatre sort of exhausted, because it is a roller coaster of emotions. When it was over, I turned to him and said, ""What a beautiful musical."" Not for the ""Suzie Sunshine"" type crowd, but the acting is top notch. The two actresses that play the mothers are both incredible as is Ben Platt. Definitely a conversation starter. We see a fair number of shows, and I am selective about where I spend our hard earned money. This one was worth every dime. Especially if you have a teenage son or daughter...take them to see it. Anyone who appreciates stellar acting will also appreciate."	2	5	Dear Evan Hansen	Christmas Present for my 13 year old son!	Brake24
188	February 1, 2017	Emotionally intense, fantastic show! Ben Platt was exceptional, and the rest of the cast was superb. I have to admit, it was an emotional roller coaster and I was uncomfortable at times, due to the story line. It pulled me in and kept me riveted to the end. Ben Platt's performance is 5 Stars!!!	117	5	Dear Evan Hansen	Go see this show now!!	Knows
247	February 5, 2017	One of the most moving shows I've seen in a long time. Very heavy subject matter but handled so tastefully. Ben Platt gives a Tony award winning performance. I recommend this show for high school aged students and up. Bring tissues ! Wonderful score. 	65	5	Dear Evan Hansen	Buy Your Tickets Now!	jmbc04
950	December 17, 2016	I've been to over 50 Broadway shows over MANY years. This is one of the best shows ever! Not only is the singing fantastic but the acting is fabulous. The young man lead actor gave the single best overall performance I've ever seen. He literally brings the audience to tears (in a good way) throughput the show. You should see this soon because tickets will be very hard to get once word gets out about this event. Note, this is not a TYPICAL musical in many ways: ( a very small cast, no fancy costumes or extravagant dance numbers) THIS IS AN ABSOLUTE MUST SEE.	221	5	Dear Evan Hansen	Truly amazing!	William S
102	December 22, 2016	WOW! That was the impression of everyone in my party after we saw the show. We saw it just a few days after opening, so had not heard much about it other than that we should see it. And yes: seeing this show was an excellent decision! Great writing, beautiful music. Bonus: Not a bad seat in the theater!	40	5	Dear Evan Hansen	Fantastically beautiful show.	kmaria1202
100	December 24, 2016	Heard good reviews of this show so got a ticket for my recent NYC trip. There seemed to be a lot of teens and pre-teens in the audience which is probably a good thing because the show delivers a message most of them likely need to hear: No one is invisible, no matter how much you think you may be, or even want to be. Sets were fairly simple and featured lots of screens projected with social media images. It was a well crafted show with catchy songs. The actors were amazing and the performance of Ben Platt was outstanding, one of the most emotionally wrenching performances I've ever seen in a Broadway show. Something even us far-from-being-a-teenagers can appreciate. Kudos.	33	4	Dear Evan Hansen	A well crafted, well acted show.	Steven W
32	January 1, 2017	This is the best show I have ever seen with some of the best performers I have ever seen, namely Ben Platt. His performance as Evan Hansen was so raw and honest, I had a hard time remembering he was only acting. The messages in this play are so important for students, their parents, and even teachers to hear. It is a story that is relatable to so many people, I wish every one of my students could see this play. I was surrounded by so many different people during the performance, and noticed that not a single one of them had a dry eye during certain songs, we all jumped out of our seats to give the cast and crew a standing ovation at the end. They all did a phenomenal job. Thank you SO much for sharing this with us! I hope I can see it again soon!	7	5	Dear Evan Hansen	Do yourself a favor and see this show!	Meaghan C
43	January 2, 2017	Great show, wonderful cast, incredible music. Must see. Expensive show but if you can splurge on one show it should be this one. Great for a more contemporary audience. If your looking for Rogers and Hammerstein classic it's not this and maybe something like Fiddler or Falsettos would be better. I would say this has high chances for a Tony award.  It is a great show with a wonderful message and with great value. You will leave inspired and filled with hope.	20	5	Dear Evan Hansen	Great show	j0pamby
156	January 5, 2017	Dear Evan Hansen, is truly a one of a kind show. It explores so many different complications really in everyones life, not fitting in. It also teaches an important lesson on social media. Ben Platt and Rachel Bay Jones along with the rest of the cast are beyond amazing. Highly recommend!!! Music is great!	138	5	Dear Evan Hansen	BRILLIANT.	cardtraveler
97	January 6, 2017	Other than seeing a few songs on youtube from Dear Evan Hansen, I had no idea what the show was about, other than there was amazing music. I'd recommend it to all ages and generations. The show is well cast, the songs are memorable, and the book poignant. Very thought provoking.	17	5	Dear Evan Hansen	Amazing Cast, Score, Book, Sets and Direction	GoBlueInGA
26	January 7, 2017	"I purchased tickets for this show because my daughter asked for them for Christmas. She said it is the next "" Hamilton ""! We saw Hamilton in Nov 2015 and it was amazing!  Honestly my daughter was 100% correct! Dear Evan Hansen was absolutely fantastic! We laughed and cried and were deeply moved. It is a beautiful and important show .... not to be missed! Ben Platt is mesmerizing!  We already got tickets to go again in April! "	16	5	Dear Evan Hansen	Christmas present for my daughter! 	KJaworski
26	January 9, 2017	Quite simply an amazing show. With the subject matter you wonder how it's not going to be a morbid affair but the reality is a powerful non stop production full of both humour and emotion in equal measure. Ben Platt's performance is top notch in the lead role. Must see show. 	8	5	Dear Evan Hansen	Simply fantastic	allleftfoot03
880	December 3, 2016	Dear Evan Hansen is a brand-new Broadway show - we saw it in previews but it officially opens tomorrow! Ben Platt plays the lead - he is marvelous. I have a feeling he will be nominated for a Tony for Best Actor in a Musical. The show is about a high school age boy who is awkward and trying to make his way. He tells a lie and then the lie grows and grows in significance. It's a really beautiful show; funny, poignant. The music is very engaging. The show is appropriate for anyone over the age of 12. This is not an old-fashioned type of Broadway musical - it is young, hip and very current in topic and style.	294	5	Dear Evan Hansen	Wonderful New Broadway Show	493Ron
98	December 7, 2016	Tough name. Don't let it fool you. I had one weekend in NYC. I was going to see one show. I researched and read and asked everyone I know. Aside from the impossible to get Hamilton, I had quite a list going and narrowing it down was hard. Dear Evan Hansen at the Music Box Theater is magnificent. It is musical and dramatic, an easy to follow production with a small dynamic cast in a beautiful old theater. It is about a group of highschool students. They are each struggling in their own way. One of them takes his own life. A note is found but the note is misunderstood by the parents. Hence begins a relationship/friendship with another teen who is also an outcast of sorts. This show is hard to describe because it may sound depressing but it was not. It was real and sensitive and palpable and even funny. This incredible cast earned a standing ovation and lost of tears at the end - of happiness.	67	5	Dear Evan Hansen	One of the best shows I have ever seen!	Readingandeating
8	December 10, 2016	Dear Evan Harris is a must see! Ben Platt, best known for his role in Pitch Perfect, is brilliant! 	3	5	Dear Evan Hansen	Dear Evan Harris - Broadway	Cheri B
68	June 26, 2018	We had balcony seats, and we were very pleased. The theater is tiny, so there aren’t many “bad” seats. The performers were unbelievable, and the show was superb. The concessions are VERY limited, so eat before you go. After the show the performers came out and signed playbills on the street, which was great. I highly recommend this show-5 stars!!!	23	5	Dear Evan Hansen	AMAZING show...in my top 5 of all time!	Jennifer M
57	June 29, 2018	The show was entertaining throughout. The smallish theatre made the performance feel intimate and while the subject matter could have been considered dark the young cast made it feel very contemporary and even uplifting. Performances were first rate and it was definitely worth seeing. The Music Box Theater was a great venue.  All in all a memorable night.	15	5	Dear Evan Hansen	Very entertaining	Debbie D
163	July 1, 2018	We enjoyed the music, story, flow and actors. A definite much see of theatre in NYC. located in the heart of times square.	28	5	Dear Evan Hansen	Very enjoyable musical and great story	Michael H
280	July 26, 2018	Dear Evan Hansen is the most emotional piece of theater I have ever watched. I laughed, I cried, but more importantly, I related to so many of the characters in different ways. Everyone, it doesn't matter who you are, will find a connection to at least one of the characters. I could relate as mom, a wife, a daughter with divorced parents, and a high schooler (even though that was many years ago). When I met back up with my husband afterwards and tried to explain it to him, I broke down hysterically crying as I explained the 2nd to last scene when Evan's mom Heidi, sings to him. This musical touched my heart and soul, and I will never forget it. The music and actors are fantastic. This show is a MUST SEE for everyone and I cannot wait to see it again, hopefully soon.	133	5	Dear Evan Hansen	Beyond Amazing!	BaseballFan5
418	August 1, 2018	We have been trying to get tickets and when they opened up a few more months we grabbed tickets for a Tuesday night. It was sold out. The characters were great and tackled a difficult topic which made you feel uncomfortable at times, as well as tears and laughter but so true to life. The lead played by Taylor Trensch was excellent but I loved Mallory Bechtel who played Zoe Murphy. To think she just graduated high school and this was her debut performance. So worth seeing.	164	5	Dear Evan Hansen	Still going strong	Karen C
119	August 6, 2018	Fantastic play. Great contemporary story. Beautiful songs. Superb acting. Funny. Thought-provoking. Topical. My teenage daughter’s favorite. A clear dont miss. 	35	5	Dear Evan Hansen	Fantastic!!!	TMish2014
22	August 6, 2018	I was completely blown away by this show. The content is intense, but the writers and cast had a way of conveying a humorous tone through parts of the play so it lightened the mood at times. However, don’t let me fool you - you will need tissues, and plenty of them. I don’t think there was a dry eye in the theater. The music was amazing and the messages of the performance seemed to hit a note with everyone in the theater. This is a must see. Simply amazing.	7	5	Dear Evan Hansen	Unbelievable Performance	bb_travel18
1783	August 10, 2018	In a lifetime of theater-going, few plays have so completely captivated me. The Pasek and Paul songs are hauntingly beautiful and inspirational in their messages. Ensemble acting is effective and engaging. Sets and staging technology are imaginative.  I have heard others react negatively to the theme of teenage suicide as the subject of a musical. Precisely, that is part of the greatness of the play. It takes on an important and difficult subject and addresses it masterfully. I would advise parents and grandparents taking teenage or young adult offspring to the play, to discuss the issue of suicide before and after. Surrounded by such mature family communication, seeing “Dear Evan Hansen” together should be a healthy and even therapeutic experience for all in the family.  Any way you do it, “Dear Evan Hansen” is a great experience of the theater. It is what the art of theater ought to be at its best. 	743	5	Dear Evan Hansen	Among the Very Best Plays Ever	Mark W
43	August 12, 2018	We had heard so much about this musical, and it was really excellent, but perhaps left me expecting more. I had seen Come From Away, which was one of my all time favourite musicals, and when Dear Evan Hansen had beaten it out for the Tony last year I thought this must be really incredible. I would highly recommend people see it, as it is extremely well done, great acting, captivating story line, fantastic musical numbers. I just felt it didn't come close to the impact Come From Away had on me. Still .. a wonderful show!	17	4	Dear Evan Hansen	Excellent Musical	JohnM_Bathurst
5	April 8, 2018	This show is incredibly moving but makes you laugh out loud all at once. It stays with you long after the show ends. Tickets were expensive, but it was well worth the price.	1	5	Dear Evan Hansen	Brings you to tears, in the best way	Caroline S
15	March 27, 2018	FANTASTIC!!! Probably some's it up. After a long day and flight into NYC we had a 7 pm show. My concern was being able to stay up after over 18 hrs. on the go. Neither of us blinked an eye. The show was riveting and the actors were phenomenal. A must see.	5	5	Dear Evan Hansen	Dear Evan Hansen	Ron K
56	March 27, 2018	A wonderful story by a fabulous cast! If you are going to be in NYC, I highly recommend. My husband, our 15-year old daughter and I went to see the Wednesday matinee. We all were equally amazed and impressed with the story and the entire cast. We would LOVE to see it again! (Fair warning: There are sexual innuendos and foul language for those with younger children.)	24	5	Dear Evan Hansen	What a FANTASTIC show!	Christine K
2	March 28, 2018	This was one of my favorite shows. Not because the music was so memorible, but for other reasons. First, almost every seat in the Music Box Theatre is good. The performances, across the board, were all good. The story was fresh and meaningful. The musical moves along at a good pace (many times on Braodway, you like parts of a show, but other parts drag along and you lose focus, understandably. My kids enjoyed the show, too. 	2	4	Dear Evan Hansen	Dear Evan Hansen	bpred
13	March 29, 2018	Dear Evan Hansen now stands as my favorite Broadway show ever. The content and message is a must see for every teen and parent. My 16 year old daughter and I planned this for months. It was simply an awesome experience.	1	5	Dear Evan Hansen	Worth every penny!	Ramona B
874	March 29, 2018	What can I say? It has all been said. FANTASTIC! TERRIFIC! MEANINGFUL! This show deserves every award it has won!	445	5	Dear Evan Hansen	Brought me to tears several times.	stevewilhite
101	April 1, 2018	Dear Evan Hansen lives up to every bit of the hype I’d heard! It’s something any parent of a teenager will be impacted by- and certainly relate to. Make sure to bring plenty of tissues- you will need them in various parts of the show. The set is absolutely amazing, and moves from scene to scene flawlessly, while displays from the likes of social media sites, texts, and other teen “vices” are projected ( changes up a bit) throughout. The characters are wonderful, and so much of what occurs in the story ( during no the show) is relatable to parents, teens ( DEFINITELY OLDER TEENS, mature subject matter and some very heavy scenes make this not quite suitable for the teen,early teen set) and perfectly captures the dynamics between the parent/teen relationship, but every bone chilling fear that every parent carries with them about their own child. Relatable to the teens as well, as much of the teen dynamic portrayed parallels what our teens experience daily. RUN, DONT WALK OR WAIT TO GET TICKETS! Worth every cent!	45	5	Dear Evan Hansen	Amazing show!! Completely relatable with today’s teens	Jwolff70
118	April 3, 2018	This is an amazing musical which deals with mental health. It is funny, emotional and thought provoking. I can see why it won so many awards. The cast are all fantastic. Bravo. 	28	5	Dear Evan Hansen	Winner	Strictly2
62	April 5, 2018	This was an absolutely lovely show to go see with my 17-year old son and my husband. We had a great time. At first I was a little anxious, at it seemed to be a little slow, but the plot twist came soon enough that transformed the play and made the human stories very palpable and relatable. We laughed, we cried. This was absolutely memorable and a must-do!	15	4	Dear Evan Hansen	Moving and funny all at once	bedandy
253	April 6, 2018	The presenters well understand intra-family and intra-teen dynamics. The cast and staging are first-rate and the music unobtrusive but excellent.  The whole effect, alas, invoked a sadness about protagonists in no way admirable, just pitiable. They create fantasy worlds about lives just as empty as the ones they’re actually living. Different, but no better.	82	4	Dear Evan Hansen	Triggers Emotions, Discourages Thoughts 	BillyReyn
140	May 16, 2018	We wanted to see this show last year when we visited, but tickets were so hard to come by we waited (it still sells out well in advance). This play's enduring popularity is impressive. With a cast of only eight actors, they give a delightful performance.	16	5	Dear Evan Hansen	Enjoyed this thoroughly	Jim N
105	April 16, 2018	I have had DEH on rotation with Hamilton for months, so I thought I knew what to expect. I wasn't ready! Teen suicide, social anxiety, lies, parents who are doing their best.... There were tears onstage and in the audience.  The actors were fabulous and the sound system at The Music Box presented every note clearly. If you are taking teens, make sure you have a discussion before and after.	22	5	Dear Evan Hansen	I thought I was prepared	Locemup
80	April 18, 2018	We went to see this with our teenage children (16 and 14) and we all thought it was absolutely brilliant. Tickets were expensive but worth every penny. The whole cast was fantastic, the story and the songs had us captivated from start to finish. Probably one of the best plays I have ever seen. Very moving. Stays with you. Topical and highly recommended.	28	5	Dear Evan Hansen	DO NOT MISS!	Guyleroiuk
2	April 30, 2018	An amazing, brilliant, relatable broadway show on every level. I laughed and cried through throughout the entire thing. I didn't want it to end. Just perfect. A MUST see!	80	5	Dear Evan Hansen	Brilliant	Rachel H
326	May 5, 2018	It is a musical so you will get some nice music well performed both by the actors and by the orchestra ‘in the sky’.  Unfortunately amongst songs and talks , there were a lot of shouting matches which, in my view did not relate to art or to a normal day to day behaviour ... On the other hand you go to a musical in order to get a sort of joy or something similar but this show just reflects a kind of fake reality or fake relationships among teenagers and adults  The extra show of the simulated auction at the end did not mitigate the percetipon of fake , on the contrary ! One wonders about the criteria used by those granting the awards; maybe they intended to rise a flag the slippery slope facing the new generations... Anyway one thing you wont forget : the price of the tickets	109	3	Dear Evan Hansen	Bearable	Cetatzeni
