contribution	date	full_text	helpful	rating	title	user
37	July 8, 2013	The performers were excellent, young and old. The props and  costumes were brilliant. The only warning I could offer to future audience is to make sure you take a jacket. I went with my two  adult daughter and we were in the second row and we froze through the whole performance. One of my daughters was so cold she put a map over her to try and cover up.	22	4	Amazing Performance	Jennifer S
34	July 10, 2013	Do not miss this. I have seen it more than once. I took my niece the first time. The music is great, and the costumes are more than you can even imagine	12	5	WOW	CAgirl408
2	July 15, 2013	The Lion King Musical show is one of the most important and popular theater event ever produced by Broadway in the theater world. It takes an inspiration from the old-age Lion King cartoon, in which a young Lion loses its father Lion in the Jungle fight. The show makes the whole story interesting with a background music from the ages. The Lion King Musical is a must watch Musical theater. You can attend the Lion King musical event with buying tickets online. I bought discounted tickets online from http://www.askaticket.com/theatre/the-lion-king-tickets/. It was great experience. Must not miss if you are in NY.	1	5	The Lion King; one of the biggest and successful musical theatre	Jennifereve110
173	July 17, 2013	I've been wanting to see this for years. My husband finally bought us tickets. We had seats in the Mezz row A seats 120/121. These are good seats right in the center with no rows in front of you.  I'm still in awe over this performance. What a beautiful production. The actors were just excellent! The way they made themselves into the animals were just incredible and amazing. The theater has great sound and didn't feel stuffy except for the seats seemed narrow.  I wish broadway show tickets weren't so costly. ($171 each) otherwise I'd be seeing this one over and over. Just loved it! So worth seeing if you haven't seen it already. 	88	5	Just awesome	sarasmom
49	July 21, 2013	Wow. Wow. Wow. Impressive from every conceivable angle. Great show for kids and adults. There was a slight noise issue with a speaker at one point but the show must go on and it did without a hitch or a missed beat by the actors. 	20	5	Wow!	PinkParabola
46	July 25, 2013	Such a beautiful production! The acting, the costumes, the set designs are truly breathtaking! a MUST see!	18	5	Go, go go!	chefmelmartinez
255	July 29, 2013	I don't think anyone can visit New York without taking in a show, and The Lion King was our first choice! We enjoyed it tremendously. It is so difficult to explain to others exactly how the costuming works, but it is a marvel all in itself. I will never forget the final standing ovation; the woman who played the grown-up Nala and boy who played the young Simba were positively glowing! My only regret was not purchasing any souvenirs there; I thought the Disney store would carry some Lion King merchandise, but that was pretty much limited to a Simba stuffed animal.	89	5	A Must See for All Ages	Lynne0725
47	July 30, 2013	Great seats, great talents, costumes and scenery and music were wonderful. Very expensive. The only negative was the kid who continually kicked the back of my seat.	8	5	Excellent!	aspen1961
7	August 3, 2013	Very good show. The costumes were amazing. The music was nice and an amazing cast. The set was colorful with a lot of changes. This was unbelievable. 	5	5	What can I say.	TraceyRichardson
21	August 6, 2013	It's the next best thing after the Disney movie and it as some great voices in the play. It is still capable of surprising the audience	5	5	Great show	PatriciaTRusso
126	August 12, 2013	I wasn't too sure about coming to watch the Lion King in Broadway, but I was blown away by this production. I would highly recommend this play for all ages.	46	5	A must see in Broadway	Cae87
219	August 14, 2013	Not being a theater buff I can only say that our group of 4 enjoyed the performance. We were amazed by the costumes, stage settings and effects and of course the standard of acting from the cast. The only criticism was that the start of the performance was late, not necessary when the audience was kept waiting outside long after the doors open time.	100	5	Amazing	Jon068
84	August 17, 2013	Really nice play, although more expensive than other. However, it is worth the price for the performance.	34	5	It deserves its success	lfbitt
28	August 17, 2013	don`t be late because the best parta are the begening and the end, it was spectacular and i think it is a must when you are in nyc. so don`t miss it	7	5	amazing	fa7lawy
99	August 18, 2013	"Okay, Ladies, do you have trouble getting Pop to Broadway? Our NYC ""home"" is 30 blocks away from this big attraction on Broadway and Wiffie has been trying to get me here for years. Well, yesterday I caved. It was a stunning day in NYC and we took a long walk to 45th Street, went up to the box office about noon and, sure enough, there were seats left to buy (some get tickets months and months in advance on Broadway, but our experience has been that tickets can be had for afternoon shows Saturdays and Sundays by walk-ups). Paid $99 each for two ducats, exact center, Row Z. People a short distance up front with the same view paid $189.  Anyway, I'm an old geezer with long legs and the point of this review is to encourage your reluctant young or old geezer with this as an impromptu weekend thing to do. This is one of the few theaters on Broadway that is actually comfortable for long-legs (sort of like Premium Economy) on a flight, and the show is totally engaging."	47	4	For Ladies With Reluctant Hubbies....	NOYB42
2	August 18, 2013	It kept my attention from start to finish. I must see this show again. Its a must see and worth every penny.	239	5	THE LIONS WERE ROARING IN MANHATTAN	K R
12	August 19, 2013	The play is one of the best shows I ever seen in my life! It is so well done, so artistic, so exciting! It worth any penny! Don't miss it!	4	5	I was so excited that tears came to my eyes!	Debbie D
43	August 14, 2013	We love it. Colorful, vibrant, energetic ... amazing story that they told brilliantly. Worth the money -- and appropriate for all ages. 	15	4	FANTASTIC SHOW!!	P E
33	August 15, 2013	Fantastic show, wonderful acting and singing, ingenious costume design and a real feel good factor throughout. The only disappointment was the performer playing 'older' Simba was very unconvincing, he had a very feminine voice as well as a lisp while speaking, which was generally fine, except when he was attempting powerful speeches and trying to sound strong. Aside from this very minor downside it is very worthwhile seeing-kids and adults equally enjoy it.	45	4	Hear the roar!!	mikekwd
163	August 15, 2013	The show itself was great. Wonderful costumes, music, and great performances. I especially loved the character playing the bird that was Mufasa's 'assistant'. However, and through no fault of the show or the theater, we sat in front of a woman with four small children, two of which NEVER stopped talking LOUDLY throughout the show. She would toss an occasional 'SHH' at them, but overall she really didn't care. I don't know whether I should just expect that during an afternoon matinee and know better, or whether to think it's just another example of parents who have no control over their children. I think the latter, because there were several other family's sitting near us with small children who were very well behaved and quiet. It's really a shame too, because it really impacted our enjoyment of what was really a great show. I would recommend going to a night show and hoping there are less children, or at least hoping the children who do attend are well behaved for what is supposed to be a show for all to enjoy.	88	4	Don't do the matinee	launcher69
19	August 12, 2013	The Lion King is spellbinding. From the music to the incredible costumes this is a not to miss show. The story never gets old and it is done in such a beautiful way that I had tears streaming down my cheeks at the end.	5	5	Incredible in every way!	rnich
27	August 15, 2013	We were overwhelmed by the fabulous costumes and creativity of the producers. The level of detail used in the execution was perfect. One of the rare things deserving 5 stars!	20	5	Amazing - best musical ever	Daan636
6	August 12, 2013	We enjoyed The Lion King very much, but we expected more since we were seeing this one on Broadway. There were a couple of understudies performing; maybe that was the reason it was a little less impressive than when we saw it in Chicago.	2	4	Not as good as Chicago production	Dave L
7	August 13, 2013	If you can only see one show, this is it! Try to get aisle seats in orchestra as performers will use the aisles. 	2	5	Excellent, all the kids want to see again!	WhatWeThought2013
9	August 13, 2013	Amazingly done! Kept to the story line, the dancing, the imagery was just wonderful. I recommend this show to everyone even if you're not into Disney movies it really is a beautifully done show.	7	5	Loved it!	Neesh33
8	August 8, 2013	Beatiful costumes, great show and music. If you can, try to get seats on the aisle for a great view. really enjoyed and did not see the time pass.	4	5	Great Great Show	Janie M
139	August 8, 2013	Booked tickets on Viator.com and picked them up at the box office. Glad I did since it was a full house every night for the next week! We had excellent seats in the stalls, row U? Amazing production.	77	5	Fantastic show	budge185
46	August 9, 2013	What can I say, other than if you haven't seen this show go see it its worth every penny. The costumes, make up, musical score are just amazing!!	33	5	Brilliant!!	hayl341
31	August 12, 2013	OK, disclaimer - I'm no expert on musicals, but the two I've seen in the theatre and the several more on TV didn't really set me on fire. So when we were bought tickets to The Lion King as a honeymoon gift I thought OK, let's go along and see what the fuss is about. And I have to say, I absolutely loved every minute. The company makes good use of the 1700 seater Minskoff theatre and certainly makes you feel as if you're right in the action. All the songs from the film are there, plus several new ones - and the cast were very good (especially Rafiki). The quality of singing and stagework was brilliant, even for a misery guts like me. So if I had a great time, it must be good. Go and see it if you're there. Highly recommended.	8	5	Don't like musicals, but I loved this	Odavy
54	August 4, 2013	"Lovely costumes, sets, music....makes it a fun filled ""must do"" in NYC. The actors did a great job including the child artists. "	26	5	Excellent show for entire family	MumbaiKss
113	August 4, 2013	I took my 9 year old daughter to see this show - her very first one on Broadway - and she thoroughly enjoyed it (as did we!). The costumes are so clever and creative. Powerful singing. Very well done!	32	5	Great show for kids and their parents	saavychic
11	August 4, 2013	There isn't one thing I didn't like the about this show. The plot was cohesive and very easy to follow. The music was outstanding. The talent of all the actors was amazing. There was alway something going on whether in front of us, behind us, or atop of us. Would go watch this again!	3	5	One of the best shows I've seen	Nicole L
134	August 5, 2013	Great music and amazing costumes, which are just as amazing no matter how many times you have seen this show. Rafiki and Zasu's puppeteer stole the show. Very fun.	42	4	Good show.	cherylburnside
12	July 31, 2013	Fantastic production. KIds absolutely loved it and it was one of the best Broadway shows I have ever seen.	2	5	Must See	rcaron66
122	August 1, 2013	I have seen many Broadway shows in NYC but The Lion King is by far the best!! My husband and I had seen it many years ago but once we had our children we couldn't wait to take them to see it. The costumes, music and choreography are all outstanding. We bought orchestra seats so that we'd be close up to the action and see the actors up close when they travel through the aisles. I highly recommend buying orchestra seats. You truly feel like you are in the middle of an African jungle. Be a part of the action and buy your seats today!!	98	5	AMAZING PERFORMANCE!	PoshPrincessTravel
54	August 1, 2013	This show was breath taking! Perfect for all ages. The sets and acting were magnificent! I had times were I just couldn't stop smiling. If you're in New York, this is definitely a must see!!	11	5	Amazing!!! A Must See!!	kluthi1934
32	August 2, 2013	What to congratulate on first? Great costumes, great acting, great performance, comfortable place !! Amazing experience!!	15	5	Amazing performance!!	Spirosssssssss
16	July 29, 2013	Great for the whole family. Loved the costumes, amazing use of body extensions in the costumes. The designs of the masks for the main two lions is outright wonderful. The actors are brilliantly put into roles. Highly recommend, even a guy who is not thrilled with theater will like it. 	8	5	A must see!	livinglifetraveling
81	July 29, 2013	Believe it or not this is a fantastic show. We've seen it twice now, once in Vegas and now once on Broadway. At first we wondered how they could make a play form a cartoon, but the costumes are magnificent. The sets, costumes, and topic keeps your attention and it does not feel like it lags. 	44	5	I just can't wait to be King	travelin4funfools
30	July 29, 2013	So, I booked tickets to this show for my wife on our 10 year anniversary. I was not excited in the least about attending a Broadway show, but again, it was not for me, this was for her. We sat about 15 rows back in the center. Again, this is not my type of thing, but the show was actually very entertaining. The cast in the animal costumes were truly impressive and the way they manipulated the oversized outfits was very extraordinary. The performers, as you would expect, were incredible however my only complaint was the makeup of the performers who manipulated the hand-puppets. They were green and blue, which did not matter, but it was just odd. I had to admit, I enjoyed myself. I would recommend it if you are looking for a Broadway show to attend.	15	4	Not for me, but entertaining	Jay R
4	July 30, 2013	It was my 2nd time seeing The Lion King, I attended the play two years ago with friends. I insisted on bringing my family to see it. It is only getting better to watch! 	119	5	Excellent Show	Jeanette R
53	July 25, 2013	It is expensive but it was brilliant. The singing was fantastic and the costumes were outstanding. Have to buy all drinks inside the theatre. We couldn't buy the tickets anywhere else but the theatre itself, so may as well have ordered them well in advance and got the performance we really wanted to go to.	34	5	Well worth it	happy2travelBelfast
81	July 26, 2013	I think this show is awesome.  And to me the first act is the best!! I was so excited when it all started.  The costumes are incredible and the stage was something I had never had the chance to experience, I was really impressed. Rafiki is the best! Tickets are not cheap but I think is worth it; we had seats on the back of the theater, like 4 rows before the end, right in the middle, and they were great! and this allow you to really appreciate the stage. Arrive early so you can wander around the candy shop and the gift shop and be sure to be at your place when it starts as I think first scene IS THE BEST and should not be missed.	22	5	Great show and worth the price	laurichiz
106	July 27, 2013	Must say I have not seen Lion King for several years but total have seen it 4 times. It is breathtaking. The beginning when the animals walk down to the stage my eyes well up every time. If you have never seen a broadway show don't see Lion King first because once you have seen Lion King all the other Broadway shows are just good and not sensational. Lion King is the very very best.	38	5	The Best	Susie W
9	July 28, 2013	Lion King was an excellent show. The actors and sets were astounding. It was worth every penny to see.	2	5	Fantastic	Anthony S
402	July 22, 2013	Second time I've seen the Lion King and I enjoyed it as much the second time as the first. It is simply a beautiful production. The costumes are phenomenal and the music is just fabulous. It's hard to not feel good after seeing this play. Go with confidence that you will enjoy!	175	5	A Joy!	ljtraveler_11
164	July 23, 2013	I know, I know. It's beloved and has been playing forever. but, after the first few minutes of spectacle with the puppets, you're left with The Lion King. Never been my favorite. I get that I'm in the minority, but I was bored. The Lion King isn't that riveting to me. Maybe it is for you, and I bet you'll like it.	41	2	Not for me	mosthecat
41	July 24, 2013	music and cast are just wonderful , the story it makes you laugh and cry at the same time, my childrens favourite disney movie and the stage version did not disappoint the giraffes and elephants are amazing	22	5	best show on broadway	JCM80
115	July 24, 2013	My 14-year old daughter loves the Lion King movie and can sing the entire sound track from memory. I did not want to see the LK because I would have preferred to see Matilda, Kinky Boots, etc., i.e., something newer (did see Book of Mormon; separate review). Daughter wasn't impressed but wouldn't let me give it less than a 3 (I would give it a 2). I'm sure part of it is that the soundtrack is perfect & stage singing isn't, but that's supposed to be compensated for by the energy of the live performers, costumes, etc. Whole thing seemed dated and frankly I was bored most of the time. Perfect seats, dead center 4th row. Maybe for younger kids???	63	3	"14-year old says it was ""okay"""	NMBomber
58	July 18, 2013	I was a little skeptical whether this was going to be worth the cost - they don't offer any discount tickets at TKTS or elsewhere, so it was definitely on the high side for broadway. But wow, they really did a fantastic job of translating this story to the stage! The costumes and the choreography was great, and they have characters that weave (or sprint!) their way through the theater, which really pulls the audience in (but keep everything out of the aisle - arms, legs, purses!) 	17	5	wonderful show for all ages	jujSF
22	July 18, 2013	A MUST SEE!!!! You need to make sure you get a seat in the middle of the theater, but thats just common sense. 	25	5	Awesome Show!	Luc V
25	July 20, 2013	Saw the show for the second time during our family trip to NYC. It always amazes me how the young kids are so talented and not to mention the costumes are breathtaking! Whether you're a family with young kids, going on a date, or just going by yourself, make sure you see this show if you are planning on seeing something on Broadway! Hakuna Matata!	14	5	One of the best shows on Broadway!	Shelby W
21	July 21, 2013	This was the second time we've seen this on Broadway - fantastic - this is a show to be seen in this smaller more personal theater for the best effects	10	5	Grand old hotel	holidaymakerHale
5	July 15, 2013	This show received an A+ from my famil with 3 teens and a 7 year old. We sat 3 rows from the front and there were a lot of surprises for viewing throughout the show. A must see if you have children with you!	5	5	Very emotional and moving performance	Ashley W
24	July 15, 2013	We were able to purchase tickets at a discount at TKTS thinking the kids will enjoy the show. To our surprise, we enjoyed the show as much as the kids. A wonderful production in a beautiful theater.	3	5	A Pleasant Surprise	Unson R
4	July 16, 2013	Loved the Lion King - the costumes, performers, everything was over-the-top fantastic. Only drawback was the very expensive concessions (which is pretty normal for NY).  Show was incredible - husband enjoyed every bit as much as children (11, 11, 9) did!	1	4	Incredible	Eleanor M
4	July 16, 2013	Most incredible show in New York City. The sound and performance were amazing. There was nothing about the show to dislike. The performers did a breathtaking performance. The tickets were a little pricy. But well worth it...	2	5	Awesome	Glenn P
7	July 11, 2013	Lion King is my favorite musical and I highly recommend watching but I must say that the San Diego production is better. Not only could they make the production bigger but since it is only shown on a limited basis, the quality is much better and very noticeable. I suspect it becomes quite routine in NY where focus is more on quantity than quality. 	4	5	Best Musical	subcoms
7	July 12, 2013	This show goes far and beyond what I expected. The mastery of acting and puppetry are fused into a Broadway show stopper! Pure genius in artistry and story. Disney once again created a classic that can be enjoyed by all. 	9	5	Spectacular Show and Premium Talent	BHNC1
16	July 14, 2013	Didn't know what to expect coming here, but it was awazing! The drinks were very expensive, beware! The only thing that annoyed me was people taking photos in the theatre when they are told so many times by staff not too!!!	7	5	Wonderfull show!	Mailand1
44	July 14, 2013	I've seen The Lion King on stage four times, including once from a private box. The story is uplifting and moving, and the songs are powerful. But the thing that makes The Lion King unique is its staging that incorporate live actors, puppets, mechanical characters, and digital characters. As soon as I hear the opening Zulu call, my eyes start to get misty.	20	5	A must-see	Scott H
45	July 8, 2013	We took our sons age 13 and 11 this past week and enjoyed every minute of this show. The costumes so creative and because the music and storyline were familiar to my kids from seeing the movie, that made it more enjoyable for them. We sat on the main level right hand side on the aisle and it was fun when the animals had the procession right beside us. I hesitated because of the price but I'm glad we had this experience in NYC. It was a memorable night!	18	5	Fun for all ages	BethD_13
3	July 8, 2013	Highly recommend The Lion King to all, a great production that gave us a WOW factor all the way through	3	5	Excellent Show	CStruck711
36	July 9, 2013	costumes, sets, great entertainers & singers. Tells a great story that should recharge all of us to know that if our endeavors are genuine, we will eventually succeed	21	4	most enjoyed by children under 1o	Greg3417
422	July 9, 2013	We have always loved the music but to se the entire show with all the fabulous sets and dances altogether was such a treat! We all left the show smiling and singing!	137	5	Great Broadway show!	Betty L
21	July 4, 2013	I've always wanted to see this show and what a perfect way to see it. The shows was fantastic - I'd definitely recommend booking early as good tickets sell fast and you might miss out.	13	4	Great Show!	Jessica S
23	July 6, 2013	Our 11-year old son was dreading going to the theatre, but was blown away in the first minute and can't stop talking about Lion King. Our 14-year old daughter saw it for the second time and states she would rate it more than a 5 if she could. My husband typically just tolerates the theatre for my benefit, but was very pleased to find he could have his adult beverage in the theatre in a sippy cup. And he enjoyed the show. The costumes are out of this world and the music and actors are great. Don't miss it, especially if you have kids!	25	5	"No ""lion"" - a good time was had by all!"	TravelingTexans_11
6	July 6, 2013	My first musical! It was all nice - the singing, the costumes, music, etc. we were dead tired from a whole day trip but it was still worth it. We purchased ticket late and got the full price ticket with not-so-good-seat in mid-back mezzanine. We still got the full view of everything although not so much of facial expression. 	6	4	Nice one!	Victoria S
3	July 7, 2013	"For so many years, I have heard how great this musical is and how breath-taking the incredible Julie Taymor costumes were (and they were). I'm sure many others have heard such ballyhoo as well. However, after sitting in the Minskoff Theatre for two and half hours I'm woefully unimpressed.  The music of this show is, interesting. Orchestrally, I thoroughly enjoyed the variety of instruments that were being used in the live pit. The voices of the actors playing the characters were splendid as well. However, some songs were incredibly forgettable. Sitting here now only two weeks later I can only recall about seven, most of which were from the film. On the other hand, the costumes of this show were truly stunning and breathtaking. You know what else is breathtaking? Niagara Falls. Does that mean I'm going to sit on a bench nearby and stare for two and a half hours? Jokes aside, Julie Taymor should truly be applauded for her brilliant use of materials, colors, and patterns in this shows costume design. Lion King is a great show, I just could do without the gimmick of walking down the aisle every twenty minutes. There is that great moment where the beautiful elephant puppet enters down the aisle and in that moment of surprise, I felt truly overjoyed. But, when this sort of magical one-time experience happens frequently, it becomes a little unsettling, almost as if, ""Oh look who's coming down the aisle now."" It felt a little bit like I was watching the show in a theme park in Orlando, Florida. Also, am I the only one who thought the show dragged at times? I think that had the material been trimmed slightly, the show would have been much more enjoyable. Would I recommend the show to families? Honestly, not really when you can find superior entertainment at Matilda, Cinderella, or Annie just a couple blocks down the street, and at a cheaper price."	1	2	Eh, I Don't See the Hype	Flounder1989
30	July 2, 2013	I took my niece to see this midweek in March, booked it through my hotel concierge tickets cost $189 each with a face value of $139, giving the ticket agent $100 for nothing. The seats were not even in a good location,I think it was the last row in the dress circle. It was very good & on broadway so I expected to spend more, but not $378 approximate £370 . 	14	4	Expensive but very good	Yvonne L
618	July 2, 2013	I saw this show at the end of year in 2011 on December 29th and it was awesome. I know my review is really late, but just wanted to say I lived in NYC for 4 years and never got an opportunity to see this until I came back 6 years later and it was worth. By far the best play around.	193	5	Lion King	jordansbulls
16	July 3, 2013	Went with my daughter, the dancing was fantastic, singing superb, custums out of this world. Would go back again if I get the chanceto visit New Yorkagain	8	5	Amazing	annerobson
115	July 3, 2013	There's a reason this show is a Legend. It was my first Broadway show, and it did not disappoint. In fact, it exceeded my every expectation. The music was unbelievable! But VISUALLY, this show is among the most amazing things I have ever seen. I can't wait to go back and take my whole family. If you're going to New York (as a tourist) this is a MUST MUST MUST!	56	5	Visually Overwhelming!	TheSaent
31	June 30, 2013	Amazing! They brought so much magic to life. I could see it again and again! The creativity and talent was awesome. It was our favorite show that we saw, truly amazing. 	11	5	WOW!	Marhawk77
38	June 30, 2013	It took my breath away. Thats all I need to say. The Music, the costumes and the performance. It was an enchanted evening	15	5	Amazing	Jess H
105	July 1, 2013	My family and I were blown away by the creativity behind the costumes and bringing the animated film to life. The story and songs are well known, but the creative costumes and sets and the actors who performed as talking animals from the film made this an enjoyable experience. The biggest con for us was the price of our tickets.	31	4	Outstanding costumes	baldguyut
6	July 2, 2013	Wonderful! I loved it so much! The entire atmosphere is incredible, and the show is unbelievable. Don't miss it	76	5	Simply the best of Broadway!	Alvise73
24	June 27, 2013	I really enjoyed this show, costuming and singing was awesome. 2 in our party of 4 went to sleep, so make sure only those who will appreciate it go as its pretty expensive. 	14	5	Great show	Jo W
2	June 28, 2013	So, not really a guy who likes shows however to treat my girl we went to see the Lion King. It blew me away. I thought I would be too old to appreciate it, but I was wrong. A must see!	7	5	My girlfriend made me see it...glad she did!	Sam B
178	June 29, 2013	A very good show, and one my family won't soon forget. My kids are 5 & 8-yrs old and they loved it so much they asked if we could go a second night in a row! If they were reviewing they'd give it 5-stars, but I'm a tough critic. This is I the top 10% of shows I've seen, but not the best. Still great fun!	56	4	What a show!!!! Great fun for the whole family.	garci1r
68	June 29, 2013	Exciting, fast paced, a must see for grownup, and children of all ages. Loved that ushers greet you and escort you to your seats. So civilized, the way theatre used to be. A great experience !	38	5	Fabulous	abitadee
14	August 21, 2013	We loved it, amazing costumes as rumours had it. It is true! Great songs, and an african atmosphere :) Great!	1	5	Wonderful!	Caecilie22
11	August 21, 2013	The Lion King was a well done musical. The actors voices were so close to the Disney movie and well cast. The performer who played Scar did a wonderful job. It does not follow the movie exactly but it was close enough taking into account the creative liberties associated with transforming a movie into a play. The costumes were interesting but distracting sometimes and the stage sometimes felt a bit overcrowded with all the animals the crew was trying to portray. Overall however a positive experience.	4	4	Great Broadway show	Jessica J
19	August 25, 2013	The Lion King is a show for all ages, but is so memorable that it might be best enjoyed at age 10 and up. This is an experience you will want to remember forever! The unique sets and interpretation of animals and scenery are characters unto themselves. The cast is energetic, fully engaged and delightfully talented. The musical director and orchestra are excellent. Its not hard to see why this show is still going strong. I could not have believed how extraordinary it is before seeing it.	7	5	Beautiful, unique and storytelling at its finest	jessiejoy4
28	September 1, 2013	A great show. Fun for the whole family. All seats are great. The management staff was wonderful. They noticed I wore a boot for a broken foot, pulled by out of line and took me to the elevator , ***** 5 starts	9	5	Excellent	mfoster419
15	September 3, 2013	Worth going but so expensive. The props were very cool. It's a new experience as compared to the original Disney movie.	11	5	Great show but a bit expensive	petition2God
42	September 4, 2013	There is no much to say about this show that others haven't said. This is an spectacular show that everybody enjoys. I have been living in NYC for 9 years and it was recently that I went as a graduation gift because the tickets are very expensive and you need to buy them few months in advance for most presentations. It was really beautiful. If you can afford it, go see it!	20	5	Amazing show!	PandPfromNY
6	September 5, 2013	Happy I got to see this show on Broadway - Well done! Highly enjoyable.  Beautifule theater with comfortable seats! Only wish that the vendors selling water that were in the theater had COLD water as opposed to the room temp. water we bought for $7. 	8	4	Lion King on Broadway	DissectingDanny
103	September 8, 2013	This is an excellent theatrical experience! The costumes, staging, acting and music all come together in a jewel of a performance.	47	5	Magical!	FiOS-Dave
23	September 12, 2013	nothing, everything was fine. great show for adults and kids one of the best shows in town great theater too	7	5	one of the best shows in broadway	coffeemaster101
111	September 16, 2013	Wow, this was spectacular and lived up to all the glowing reviews. The colour, the music, the costumes, the lighting, the engaging story, extremely talented and enthusiastic cast members, combined to make this an outstanding triumph and deserving of the standing ovation. You leave the theatre on a high and a smile on your face. What more can you ask for!	54	5	A lion hearted production.	Reece G
37	September 17, 2013	Took my grandkids to see, it was their first time in live Theatre. They were glued to the show, they loved it.	9	5	Grandkids and I loved it	lookingtoretire_9
45	September 21, 2013	When planning my first visit to New York City the one 'must do' on my list of things to see and do was to see The Lion King on Broadway and I was certainly not disappointed. The show is spectacular from the beginning to the end. The costumes, singing and lighting are amazing. I was mesmerized by the whole performance. We had seats in the first row on the mezzanine level and they were fantastic, you could see and take in the whole atmosphere of the Minskoff Theatre. I can now tick this item off my bucket list and would definitely recommend it to anyone who wants to see a show on Broadway!!!	87	5	A must see when you visit New York City	Hawaii6
28	September 24, 2013	What a blast- joyful from beginning to end.Catchy tunes, incredible sets, talented artists. An unforgettable performance.	45	5	DO NOT MISS THIS SHOW!	Ozzinow
223	September 27, 2013	"Show is full of colour, great music and a general ""feel good"" atmosphere. Great for the family and anyone who wants a great night out. Theatre is great and far superior in design and layout to most London theatres. Times Square(Its location) is vibrant especially at night. Take a tissue."	117	5	A fantastic, all round good show for anyone	TGG84
13	September 30, 2013	All the production is really awesome! As expected from a giant like broadway! I just loved Rafiki, Mufasa and the kids. They were amazing.It is worth watching this classic 	1	4	Very Good	Vivian A
7	October 2, 2013	Good show, good music, very good costumes and great performances, a work to which we must not miss if you go through New York	2	5	Excellent	thelaw2k
23	October 5, 2013	Special shoe good for children and adults ', Amazing decoration . cant get a half price ticket at the broadway tkts office 	6	5	Great Show	Zeev B
6	October 7, 2013	The show was very enjoyable, good staging, dancing and singing. The performers are amazing Great show from beginning to end.	2	5	Great Show	Rianxo
105	October 7, 2013	The show was fantastic, and the theatre itself is very nice. A must see show if visiting New York, try and get seats close to the stage!	40	5	Amazing show	perthaustins
73	October 7, 2013	She is 17 and loves watching Lion King Movie-she was truly amazed and enjoyed the show. Beautiful set and all very well done! Go see it!	36	4	Took my niece for her first show	casamurray
297	October 8, 2013	We saw The Lion King at the Minskoff Theatre during our honeymoon in NY. Really a great show, wonderful costumes and musics. We were seated in the mezanine with a great view to the stage!	113	5	Great performance!	Luigi D
11	October 3, 2013	I was afraid that the play would not live up to its hype. Boy, was I wrong. There was so much energy and the staging was phenominal. Only complaint was that the theater staff allowed so many folks to come and go during the scenes which was very distracting.	16	5	A Must for Everyone	Azadventurers
29	October 3, 2013	The sets, costumes and choreography are stunning, and there is some memorable music....the script and story development are second rate. Once you've seen the spectacle, you've seen the show.	37	3	Great production, decent score, mediocre book	sftravelholic
184	October 4, 2013	Wonderful show! Amazing costumes, great music; just a joy to see!  For a thrill, get a seat on the isle, the actors use the isles, so an isle seat puts you right in the middle of the action! 	75	5	One of the best shows for young and old alike	LastSecondTraveller
55	October 4, 2013	It was a great play, great music, great costumes. Highly recommend this. We could not find discount tickets but it was worth the price!	9	5	Lion King	jseash
8	October 1, 2013	I had been wanting to see this particular show for such a long time and since we were on Broadway, I had the perfect excuse! An absolutely fabulous performance with superb actors and pitch perfect singing. If you're a fan of the film you will love this rendition as it follows the script nearly word for word and even the voices sound the same! The puppets are incredibly clever and it's just such a fantastic way to portray the story. Now when it came to seating I did an awful lot of research and settled on the Mezzanine seats 131&132 which were on the front row. We had a fantastic birds-eye view from here as we could see the entire stage and capture every bit of what was going on. In all honesty, I don't think there was a bad seat in the house but if you were on the lower level, you might not get a full view of the whole thing, although if you are down there, you will be right in the action as the actors often passed down the aisles to reach the stage, including a giant elephant in the opening scene...just incredible!	7	5	What a show!!! A must see for all ages!	Sislee
9	October 1, 2013	This is an absolutely brilliant show. We had seats in the Mezzanine, Row C, seats 122 & 123 and had a perfect view. We collected our tickets about an hour before the show started so no delay with queues. Only negative is a very limited selection of refreshments at very high prices. My husband, who wouldn't be in to musicals at all, also thought it was brilliant. Overall, very enjoyable show and great seats. Can't wait to see The Lion King again.	4	5	Fantastic - really enjoyed it	IrishGal010
23	October 1, 2013	My husband and I bought tickets to the Lion King several days before our visit to New York and are so happy we did! Of course, tickets are over $100 each if you buy them in advance, but that's to be expected for a Broadway show.  I went into the show somewhat knowing what to expect having seen clips of the show for the past several years, but my husband had no idea and went in with low expectations of a show with people dressed as animals! It was a very fitting time for us to see The Lion King, as we just returned from a Tanzanian safari in July and watched The Lion King movie while we were on safari!  The show was so much fun for kids and adults. The actors were fantastic, especially Scar's character and spot on with the characters from the movie. I'd definitely recommend this musical for anyone wishing to see a classic that won't disappoint!	22	5	A unique musical!	TravelGirlwithPups
44	October 1, 2013	My partner and I went to see the show in New York and it was fantastic! He does not enjoy musicals so I knew it was a good one when even he thought it was great! The props and sets are world class. Highly recommend!	34	5	Really Enjoyed It!	HMM23
261	September 27, 2013	My wife and I have been to countless shows and by far the Lion King is one of the most memorable, mesmerizing, captivating show on Broadway. The characters come alive with the music while telling a great story. Book some nice tickets early and take our advice go have a great time	191	5	One of the best Broadway shows	George710
44	September 30, 2013	The best show I have ever seen. There is nothing to dislike about this show. Well acted wonderful and seasoned characters. Everyone stood at the end of the show and applauded continuously. I sincerely think the amount we paid was too small. We sat on the mezzanine floor up and got a very great view of the show.	20	5	Great broadway show	nene_iwl
